State,lat,long,Year,count,Age Group
North Dakota (38),0,0,2007,571,85+ years
North Dakota (38),0,0,2008,240,50-54 years
North Dakota (38),0,0,2008,574,55-59 years
North Dakota (38),0,0,2008,67,60-64 years
North Dakota (38),0,0,2008,145,65-69 years
North Dakota (38),0,0,2008,18,70-74 years
North Dakota (38),0,0,2008,166,75-79 years
North Dakota (38),0,0,2008,137,80-84 years
North Dakota (38),0,0,2008,"1,261",85+ years
North Dakota (38),0,0,2009,166,50-54 years
North Dakota (38),0,0,2009,48,55-59 years
North Dakota (38),0,0,2009,965,60-64 years
North Dakota (38),0,0,2009,220,65-69 years
North Dakota (38),0,0,2009,83,70-74 years
North Dakota (38),0,0,2009,626,75-79 years
North Dakota (38),0,0,2009,271,80-84 years
North Dakota (38),0,0,2009,196,85+ years
North Carolina (37),0,0,2001,195,45-49 years
North Carolina (37),0,0,2001,187,50-54 years
North Carolina (37),0,0,2001,96,55-59 years
North Carolina (37),0,0,2001,237,60-64 years
North Carolina (37),0,0,2001,305,65-69 years
North Carolina (37),0,0,2001,601,70-74 years
North Carolina (37),0,0,2001,335,75-79 years
North Carolina (37),0,0,2001,174,80-84 years
North Carolina (37),0,0,2001,61,85+ years
North Carolina (37),0,0,2001,118,40-44 years
North Carolina (37),0,0,2001,92,45-49 years
North Carolina (37),0,0,2001,67,50-54 years
North Carolina (37),0,0,2001,599,55-59 years
North Carolina (37),0,0,2001,921,60-64 years
North Carolina (37),0,0,2001,298,65-69 years
North Carolina (37),0,0,2001,67,70-74 years
North Carolina (37),0,0,2001,538,75-79 years
North Carolina (37),0,0,2001,213,80-84 years
North Carolina (37),0,0,2001,188,85+ years
North Carolina (37),0,0,2002,820,65-69 years
North Carolina (37),0,0,2002,65,45-49 years
North Carolina (37),0,0,2002,155,50-54 years
North Carolina (37),0,0,2002,74,55-59 years
North Carolina (37),0,0,2002,651,60-64 years
North Carolina (37),0,0,2002,31,65-69 years
North Carolina (37),0,0,2002,259,70-74 years
North Carolina (37),0,0,2002,328,75-79 years
North Carolina (37),0,0,2002,116,80-84 years
North Carolina (37),0,0,2002,298,85+ years
North Carolina (37),0,0,2002,21,40-44 years
North Carolina (37),0,0,2002,94,45-49 years
North Carolina (37),0,0,2002,125,50-54 years
North Carolina (37),0,0,2002,83,55-59 years
North Carolina (37),0,0,2002,814,60-64 years
North Carolina (37),0,0,2002,92,65-69 years
North Carolina (37),0,0,2002,23,70-74 years
North Carolina (37),0,0,2002,488,75-79 years
North Carolina (37),0,0,2002,137,80-84 years
North Carolina (37),0,0,2002,61,85+ years
North Carolina (37),0,0,2003,426,40-44 years
North Carolina (37),0,0,2003,175,45-49 years
North Carolina (37),0,0,2003,112,50-54 years
North Carolina (37),0,0,2003,134,55-59 years
North Carolina (37),0,0,2003,118,60-64 years
North Carolina (37),0,0,2003,53,65-69 years
North Carolina (37),0,0,2003,128,70-74 years
North Carolina (37),0,0,2003,222,75-79 years
North Carolina (37),0,0,2003,291,80-84 years
North Carolina (37),0,0,2003,196,85+ years
North Carolina (37),0,0,2003,146,40-44 years
North Carolina (37),0,0,2003,39,45-49 years
North Carolina (37),0,0,2003,72,50-54 years
North Carolina (37),0,0,2003,67,55-59 years
North Carolina (37),0,0,2003,45,60-64 years
North Carolina (37),0,0,2003,272,65-69 years
North Carolina (37),0,0,2003,636,70-74 years
North Carolina (37),0,0,2003,148,75-79 years
North Carolina (37),0,0,2003,17,80-84 years
North Carolina (37),0,0,2003,352,85+ years
North Carolina (37),0,0,2004,148,60-64 years
North Carolina (37),0,0,2004,125,45-49 years
North Carolina (37),0,0,2004,488,50-54 years
North Carolina (37),0,0,2004,50,55-59 years
North Carolina (37),0,0,2004,90,60-64 years
North Carolina (37),0,0,2004,49,65-69 years
North Carolina (37),0,0,2004,386,70-74 years
North Carolina (37),0,0,2004,21,75-79 years
North Carolina (37),0,0,2004,107,80-84 years
North Carolina (37),0,0,2004,199,85+ years
North Carolina (37),0,0,2004,69,40-44 years
North Carolina (37),0,0,2004,197,45-49 years
North Carolina (37),0,0,2004,16,50-54 years
North Carolina (37),0,0,2004,35,55-59 years
North Carolina (37),0,0,2004,19,60-64 years
North Carolina (37),0,0,2004,16,65-69 years
North Carolina (37),0,0,2004,21,70-74 years
North Carolina (37),0,0,2004,59,75-79 years
North Carolina (37),0,0,2004,27,80-84 years
North Carolina (37),0,0,2004,33,85+ years
North Carolina (37),0,0,2005,19,40-44 years
North Carolina (37),0,0,2005,29,45-49 years
North Carolina (37),0,0,2005,31,50-54 years
North Carolina (37),0,0,2005,35,55-59 years
North Carolina (37),0,0,2005,16,60-64 years
North Carolina (37),0,0,2005,22,65-69 years
North Carolina (37),0,0,2005,44,70-74 years
North Carolina (37),0,0,2005,21,75-79 years
North Carolina (37),0,0,2005,88,80-84 years
North Carolina (37),0,0,2005,19,85+ years
North Carolina (37),0,0,2005,18,40-44 years
North Carolina (37),0,0,2005,40,45-49 years
North Carolina (37),0,0,2005,17,50-54 years
North Carolina (37),0,0,2005,48,55-59 years
North Carolina (37),0,0,2005,27,60-64 years
North Carolina (37),0,0,2005,31,65-69 years
North Carolina (37),0,0,2005,31,70-74 years
North Carolina (37),0,0,2005,31,75-79 years
North Carolina (37),0,0,2005,28,80-84 years
North Carolina (37),0,0,2005,19,85+ years
North Carolina (37),0,0,2006,20,65-69 years
North Carolina (37),0,0,2006,101,40-44 years
North Carolina (37),0,0,2006,26,45-49 years
North Carolina (37),0,0,2006,58,50-54 years
North Carolina (37),0,0,2006,35,55-59 years
North Carolina (37),0,0,2006,36,60-64 years
North Carolina (37),0,0,2006,29,65-69 years
North Carolina (37),0,0,2006,37,70-74 years
North Carolina (37),0,0,2006,39,75-79 years
North Carolina (37),0,0,2006,29,80-84 years
North Carolina (37),0,0,2006,33,85+ years
North Carolina (37),0,0,2006,147,40-44 years
North Carolina (37),0,0,2006,18,45-49 years
North Carolina (37),0,0,2006,17,50-54 years
North Carolina (37),0,0,2006,48,55-59 years
North Carolina (37),0,0,2006,38,60-64 years
North Carolina (37),0,0,2006,26,65-69 years
North Carolina (37),0,0,2006,21,70-74 years
North Carolina (37),0,0,2006,52,75-79 years
North Carolina (37),0,0,2006,35,80-84 years
North Carolina (37),0,0,2006,22,85+ years
North Carolina (37),0,0,2007,21,60-64 years
North Carolina (37),0,0,2007,154,40-44 years
North Carolina (37),0,0,2007,18,45-49 years
North Carolina (37),0,0,2007,19,50-54 years
North Carolina (37),0,0,2007,76,55-59 years
North Carolina (37),0,0,2007,51,60-64 years
North Carolina (37),0,0,2007,28,65-69 years
North Carolina (37),0,0,2007,21,70-74 years
North Carolina (37),0,0,2007,59,75-79 years
North Carolina (37),0,0,2007,23,80-84 years
North Carolina (37),0,0,2007,18,85+ years
North Carolina (37),0,0,2007,159,40-44 years
North Carolina (37),0,0,2007,42,45-49 years
North Carolina (37),0,0,2007,29,50-54 years
North Carolina (37),0,0,2007,50,55-59 years
North Carolina (37),0,0,2007,60,60-64 years
North Carolina (37),0,0,2007,24,65-69 years
North Carolina (37),0,0,2007,20,70-74 years
North Carolina (37),0,0,2007,39,75-79 years
North Carolina (37),0,0,2007,31,80-84 years
North Carolina (37),0,0,2007,27,85+ years
North Carolina (37),0,0,2008,20,65-69 years
North Carolina (37),0,0,2008,16,40-44 years
North Carolina (37),0,0,2008,63,45-49 years
North Carolina (37),0,0,2008,36,50-54 years
North Carolina (37),0,0,2008,33,55-59 years
North Carolina (37),0,0,2008,31,60-64 years
North Carolina (37),0,0,2008,164,65-69 years
North Carolina (37),0,0,2008,21,70-74 years
North Carolina (37),0,0,2008,73,75-79 years
North Carolina (37),0,0,2008,28,80-84 years
North Carolina (37),0,0,2008,18,85+ years
North Carolina (37),0,0,2008,26,40-44 years
North Carolina (37),0,0,2008,69,45-49 years
North Carolina (37),0,0,2008,97,50-54 years
North Carolina (37),0,0,2008,29,55-59 years
North Carolina (37),0,0,2008,297,60-64 years
North Carolina (37),0,0,2008,21,65-69 years
North Carolina (37),0,0,2008,140,70-74 years
North Carolina (37),0,0,2008,39,75-79 years
North Carolina (37),0,0,2008,17,80-84 years
North Carolina (37),0,0,2008,21,85+ years
North Carolina (37),0,0,2008,60,55-59 years
North Carolina (37),0,0,2008,127,65-69 years
North Carolina (37),0,0,2009,174,40-44 years
North Carolina (37),0,0,2009,51,45-49 years
North Carolina (37),0,0,2009,436,50-54 years
North Carolina (37),0,0,2009,28,55-59 years
North Carolina (37),0,0,2009,253,60-64 years
North Carolina (37),0,0,2009,65,65-69 years
North Carolina (37),0,0,2009,22,70-74 years
North Carolina (37),0,0,2009,18,75-79 years
North Carolina (37),0,0,2009,77,80-84 years
North Carolina (37),0,0,2009,182,85+ years
North Carolina (37),0,0,2009,242,40-44 years
North Carolina (37),0,0,2009,55,45-49 years
North Carolina (37),0,0,2009,567,50-54 years
North Carolina (37),0,0,2009,50,55-59 years
North Carolina (37),0,0,2009,373,60-64 years
North Carolina (37),0,0,2009,57,65-69 years
North Carolina (37),0,0,2009,25,70-74 years
North Carolina (37),0,0,2009,16,75-79 years
North Carolina (37),0,0,2009,92,80-84 years
North Carolina (37),0,0,2009,202,85+ years
North Carolina (37),0,0,2009,16,55-59 years
North Carolina (37),0,0,2009,342,60-64 years
North Carolina (37),0,0,2009,46,65-69 years
New York (36),-73.9661407,40.7841484,1999,528,55-59 years
New York (36),-73.9661407,40.7841484,1999,39,60-64 years
New York (36),-73.9661407,40.7841484,1999,374,65-69 years
New York (36),-73.9661407,40.7841484,1999,53,70-74 years
New York (36),-73.9661407,40.7841484,1999,19,45-49 years
New York (36),-73.9661407,40.7841484,1999,79,50-54 years
New York (36),-73.9661407,40.7841484,1999,171,55-59 years
New York (36),-73.9661407,40.7841484,1999,353,60-64 years
New York (36),-73.9661407,40.7841484,1999,25,65-69 years
New York (36),-73.9661407,40.7841484,1999,396,70-74 years
New York (36),-73.9661407,40.7841484,1999,30,75-79 years
New York (36),-73.9661407,40.7841484,1999,231,80-84 years
New York (36),-73.9661407,40.7841484,1999,33,85+ years
New York (36),-73.9661407,40.7841484,1999,51,65-69 years
New York (36),-73.9661407,40.7841484,1999,120,60-64 years
New York (36),-73.9661407,40.7841484,1999,296,65-69 years
New York (36),-73.9661407,40.7841484,1999,217,70-74 years
New York (36),-73.9661407,40.7841484,1999,98,75-79 years
New York (36),-73.9661407,40.7841484,1999,16,45-49 years
New York (36),-73.9661407,40.7841484,1999,27,50-54 years
New York (36),-73.9661407,40.7841484,1999,44,55-59 years
New York (36),-73.9661407,40.7841484,1999,164,60-64 years
New York (36),-73.9661407,40.7841484,1999,104,65-69 years
New York (36),-73.9661407,40.7841484,1999,65,70-74 years
New York (36),-73.9661407,40.7841484,1999,32,75-79 years
New York (36),-73.9661407,40.7841484,1999,101,80-84 years
New York (36),-73.9661407,40.7841484,1999,23,85+ years
New York (36),-73.9661407,40.7841484,1999,18,40-44 years
New York (36),-73.9661407,40.7841484,1999,16,45-49 years
New York (36),-73.9661407,40.7841484,1999,36,50-54 years
New York (36),-73.9661407,40.7841484,1999,35,55-59 years
New York (36),-73.9661407,40.7841484,1999,34,60-64 years
New York (36),-73.9661407,40.7841484,1999,21,65-69 years
New York (36),-73.9661407,40.7841484,1999,28,70-74 years
New York (36),-73.9661407,40.7841484,1999,52,75-79 years
New York (36),-73.9661407,40.7841484,1999,121,80-84 years
New York (36),-73.9661407,40.7841484,1999,26,85+ years
New York (36),-73.9661407,40.7841484,1999,203,55-59 years
New York (36),-73.9661407,40.7841484,1999,32,60-64 years
New York (36),-73.9661407,40.7841484,1999,43,65-69 years
New York (36),-73.9661407,40.7841484,1999,17,70-74 years
New York (36),-73.9661407,40.7841484,2000,16,60-64 years
New York (36),-73.9661407,40.7841484,2000,306,65-69 years
New York (36),-73.9661407,40.7841484,2000,19,70-74 years
New York (36),-73.9661407,40.7841484,2000,33,45-49 years
New York (36),-73.9661407,40.7841484,2000,59,50-54 years
New York (36),-73.9661407,40.7841484,2000,18,55-59 years
New York (36),-73.9661407,40.7841484,2000,23,60-64 years
New York (36),-73.9661407,40.7841484,2000,321,65-69 years
New York (36),-73.9661407,40.7841484,2000,31,70-74 years
New York (36),-73.9661407,40.7841484,2000,44,75-79 years
New York (36),-73.9661407,40.7841484,2000,18,80-84 years
New York (36),-73.9661407,40.7841484,2000,242,85+ years
New York (36),-73.9661407,40.7841484,2000,38,60-64 years
New York (36),-73.9661407,40.7841484,2000,17,65-69 years
New York (36),-73.9661407,40.7841484,2000,153,55-59 years
New York (36),-73.9661407,40.7841484,2000,18,60-64 years
New York (36),-73.9661407,40.7841484,2000,71,65-69 years
New York (36),-73.9661407,40.7841484,2000,18,70-74 years
New York (36),-73.9661407,40.7841484,2000,22,75-79 years
New York (36),-73.9661407,40.7841484,2000,21,80-84 years
New York (36),-73.9661407,40.7841484,2000,30,40-44 years
New York (36),-73.9661407,40.7841484,2000,17,45-49 years
New York (36),-73.9661407,40.7841484,2000,29,50-54 years
New York (36),-73.9661407,40.7841484,2000,75,55-59 years
New York (36),-73.9661407,40.7841484,2000,70,60-64 years
New York (36),-73.9661407,40.7841484,2000,74,65-69 years
New York (36),-73.9661407,40.7841484,2000,40,70-74 years
New York (36),-73.9661407,40.7841484,2000,29,75-79 years
New York (36),-73.9661407,40.7841484,2000,51,80-84 years
New York (36),-73.9661407,40.7841484,2000,19,85+ years
New York (36),-73.9661407,40.7841484,2000,45,40-44 years
New York (36),-73.9661407,40.7841484,2000,32,45-49 years
New York (36),-73.9661407,40.7841484,2000,17,50-54 years
New York (36),-73.9661407,40.7841484,2000,38,55-59 years
New York (36),-73.9661407,40.7841484,2000,85,60-64 years
New York (36),-73.9661407,40.7841484,2000,46,65-69 years
New York (36),-73.9661407,40.7841484,2000,30,70-74 years
New York (36),-73.9661407,40.7841484,2000,42,75-79 years
New York (36),-73.9661407,40.7841484,2000,24,80-84 years
New York (36),-73.9661407,40.7841484,2000,60,85+ years
New York (36),-73.9661407,40.7841484,2000,48,55-59 years
New York (36),-73.9661407,40.7841484,2000,78,60-64 years
New York (36),-73.9661407,40.7841484,2000,27,65-69 years
New York (36),-73.9661407,40.7841484,2000,184,70-74 years
New York (36),-73.9661407,40.7841484,2001,16,55-59 years
New York (36),-73.9661407,40.7841484,2001,19,60-64 years
New York (36),-73.9661407,40.7841484,2001,166,65-69 years
New York (36),-73.9661407,40.7841484,2001,171,70-74 years
New York (36),-73.9661407,40.7841484,2001,120,45-49 years
New York (36),-73.9661407,40.7841484,2001,21,50-54 years
New York (36),-73.9661407,40.7841484,2001,22,55-59 years
New York (36),-73.9661407,40.7841484,2001,88,60-64 years
New York (36),-73.9661407,40.7841484,2001,150,65-69 years
New York (36),-73.9661407,40.7841484,2001,42,70-74 years
New York (36),-73.9661407,40.7841484,2001,110,75-79 years
New York (36),-73.9661407,40.7841484,2001,68,80-84 years
New York (36),-73.9661407,40.7841484,2001,50,85+ years
New York (36),-73.9661407,40.7841484,2001,80,55-59 years
New York (36),-73.9661407,40.7841484,2001,212,65-69 years
New York (36),-73.9661407,40.7841484,2001,131,70-74 years
New York (36),-73.9661407,40.7841484,2001,91,55-59 years
New York (36),-73.9661407,40.7841484,2001,19,60-64 years
New York (36),-73.9661407,40.7841484,2001,90,65-69 years
New York (36),-73.9661407,40.7841484,2001,110,70-74 years
New York (36),-73.9661407,40.7841484,2001,56,75-79 years
New York (36),-73.9661407,40.7841484,2001,162,80-84 years
New York (36),-73.9661407,40.7841484,2001,88,40-44 years
New York (36),-73.9661407,40.7841484,2001,20,45-49 years
New York (36),-73.9661407,40.7841484,2001,19,50-54 years
New York (36),-73.9661407,40.7841484,2001,95,55-59 years
New York (36),-73.9661407,40.7841484,2001,30,60-64 years
New York (36),-73.9661407,40.7841484,2001,301,65-69 years
New York (36),-73.9661407,40.7841484,2001,20,70-74 years
New York (36),-73.9661407,40.7841484,2001,18,75-79 years
New York (36),-73.9661407,40.7841484,2001,46,80-84 years
New York (36),-73.9661407,40.7841484,2001,196,85+ years
New York (36),-73.9661407,40.7841484,2001,263,40-44 years
New York (36),-73.9661407,40.7841484,2001,189,45-49 years
New York (36),-73.9661407,40.7841484,2001,41,50-54 years
New York (36),-73.9661407,40.7841484,2001,39,55-59 years
New York (36),-73.9661407,40.7841484,2001,122,60-64 years
New York (36),-73.9661407,40.7841484,2001,219,65-69 years
New York (36),-73.9661407,40.7841484,2001,48,70-74 years
New York (36),-73.9661407,40.7841484,2001,224,75-79 years
New York (36),-73.9661407,40.7841484,2001,90,80-84 years
New York (36),-73.9661407,40.7841484,2001,64,85+ years
New York (36),-73.9661407,40.7841484,2001,167,50-54 years
New York (36),-73.9661407,40.7841484,2001,398,55-59 years
New York (36),-73.9661407,40.7841484,2001,216,60-64 years
New York (36),-73.9661407,40.7841484,2001,124,65-69 years
New York (36),-73.9661407,40.7841484,2001,22,70-74 years
New York (36),-73.9661407,40.7841484,2002,183,50-54 years
New York (36),-73.9661407,40.7841484,2002,152,55-59 years
New York (36),-73.9661407,40.7841484,2002,76,60-64 years
New York (36),-73.9661407,40.7841484,2002,230,65-69 years
New York (36),-73.9661407,40.7841484,2002,163,70-74 years
New York (36),-73.9661407,40.7841484,2002,23,75-79 years
New York (36),-73.9661407,40.7841484,2002,40,45-49 years
New York (36),-73.9661407,40.7841484,2002,113,50-54 years
New York (36),-73.9661407,40.7841484,2002,16,55-59 years
New York (36),-73.9661407,40.7841484,2002,49,60-64 years
New York (36),-73.9661407,40.7841484,2002,337,65-69 years
New York (36),-73.9661407,40.7841484,2002,21,70-74 years
New York (36),-73.9661407,40.7841484,2002,32,75-79 years
New York (36),-73.9661407,40.7841484,2002,55,80-84 years
New York (36),-73.9661407,40.7841484,2002,312,85+ years
New York (36),-73.9661407,40.7841484,2002,275,60-64 years
New York (36),-73.9661407,40.7841484,2002,267,65-69 years
New York (36),-73.9661407,40.7841484,2002,56,55-59 years
New York (36),-73.9661407,40.7841484,2002,16,60-64 years
New York (36),-73.9661407,40.7841484,2002,25,65-69 years
New York (36),-73.9661407,40.7841484,2002,150,70-74 years
New York (36),-73.9661407,40.7841484,2002,231,75-79 years
New York (36),-73.9661407,40.7841484,2002,49,80-84 years
New York (36),-73.9661407,40.7841484,2002,212,40-44 years
New York (36),-73.9661407,40.7841484,2002,135,45-49 years
New York (36),-73.9661407,40.7841484,2002,63,50-54 years
New York (36),-73.9661407,40.7841484,2002,27,55-59 years
New York (36),-73.9661407,40.7841484,2002,204,60-64 years
New York (36),-73.9661407,40.7841484,2002,477,65-69 years
New York (36),-73.9661407,40.7841484,2002,253,70-74 years
New York (36),-73.9661407,40.7841484,2002,168,75-79 years
New York (36),-73.9661407,40.7841484,2002,29,80-84 years
New York (36),-73.9661407,40.7841484,2002,215,85+ years
New York (36),-73.9661407,40.7841484,2002,175,40-44 years
New York (36),-73.9661407,40.7841484,2002,88,45-49 years
New York (36),-73.9661407,40.7841484,2002,271,50-54 years
New York (36),-73.9661407,40.7841484,2002,185,55-59 years
New York (36),-73.9661407,40.7841484,2002,28,60-64 years
New York (36),-73.9661407,40.7841484,2002,30,65-69 years
New York (36),-73.9661407,40.7841484,2002,163,70-74 years
New York (36),-73.9661407,40.7841484,2002,46,75-79 years
New York (36),-73.9661407,40.7841484,2002,347,80-84 years
New York (36),-73.9661407,40.7841484,2002,22,85+ years
New York (36),-73.9661407,40.7841484,2002,25,50-54 years
New York (36),-73.9661407,40.7841484,2002,53,55-59 years
New York (36),-73.9661407,40.7841484,2002,355,60-64 years
New York (36),-73.9661407,40.7841484,2002,294,65-69 years
New York (36),-73.9661407,40.7841484,2002,272,70-74 years
New York (36),-73.9661407,40.7841484,2002,77,75-79 years
New York (36),-73.9661407,40.7841484,2003,17,55-59 years
New York (36),-73.9661407,40.7841484,2003,54,60-64 years
New York (36),-73.9661407,40.7841484,2003,210,65-69 years
New York (36),-73.9661407,40.7841484,2003,221,70-74 years
New York (36),-73.9661407,40.7841484,2003,49,75-79 years
New York (36),-73.9661407,40.7841484,2003,218,45-49 years
New York (36),-73.9661407,40.7841484,2003,17,50-54 years
New York (36),-73.9661407,40.7841484,2003,149,55-59 years
New York (36),-73.9661407,40.7841484,2003,64,60-64 years
New York (36),-73.9661407,40.7841484,2003,22,65-69 years
New York (36),-73.9661407,40.7841484,2003,221,70-74 years
New York (36),-73.9661407,40.7841484,2003,503,75-79 years
New York (36),-73.9661407,40.7841484,2003,286,80-84 years
New York (36),-73.9661407,40.7841484,2003,213,85+ years
New York (36),-73.9661407,40.7841484,2003,40,55-59 years
New York (36),-73.9661407,40.7841484,2003,206,60-64 years
New York (36),-73.9661407,40.7841484,2003,178,65-69 years
New York (36),-73.9661407,40.7841484,2003,91,70-74 years
New York (36),-73.9661407,40.7841484,2003,300,75-79 years
New York (36),-73.9661407,40.7841484,2003,234,80-84 years
New York (36),-73.9661407,40.7841484,2003,21,40-44 years
New York (36),-73.9661407,40.7841484,2003,38,45-49 years
New York (36),-73.9661407,40.7841484,2003,136,50-54 years
New York (36),-73.9661407,40.7841484,2003,50,55-59 years
New York (36),-73.9661407,40.7841484,2003,265,60-64 years
New York (36),-73.9661407,40.7841484,2003,18,65-69 years
New York (36),-73.9661407,40.7841484,2003,20,70-74 years
New York (36),-73.9661407,40.7841484,2003,69,75-79 years
New York (36),-73.9661407,40.7841484,2003,263,80-84 years
New York (36),-73.9661407,40.7841484,2003,201,85+ years
New York (36),-73.9661407,40.7841484,2003,211,40-44 years
New York (36),-73.9661407,40.7841484,2003,66,45-49 years
New York (36),-73.9661407,40.7841484,2003,38,50-54 years
New York (36),-73.9661407,40.7841484,2003,144,55-59 years
New York (36),-73.9661407,40.7841484,2003,204,60-64 years
New York (36),-73.9661407,40.7841484,2003,28,65-69 years
New York (36),-73.9661407,40.7841484,2003,213,70-74 years
New York (36),-73.9661407,40.7841484,2003,110,75-79 years
New York (36),-73.9661407,40.7841484,2003,55,80-84 years
New York (36),-73.9661407,40.7841484,2003,18,85+ years
New York (36),-73.9661407,40.7841484,2003,167,55-59 years
New York (36),-73.9661407,40.7841484,2003,389,60-64 years
New York (36),-73.9661407,40.7841484,2003,218,65-69 years
New York (36),-73.9661407,40.7841484,2003,167,70-74 years
New York (36),-73.9661407,40.7841484,2003,24,75-79 years
New York (36),-73.9661407,40.7841484,2004,173,50-54 years
New York (36),-73.9661407,40.7841484,2004,146,55-59 years
New York (36),-73.9661407,40.7841484,2004,80,60-64 years
New York (36),-73.9661407,40.7841484,2004,207,65-69 years
New York (36),-73.9661407,40.7841484,2004,177,70-74 years
New York (36),-73.9661407,40.7841484,2004,23,45-49 years
New York (36),-73.9661407,40.7841484,2004,21,50-54 years
New York (36),-73.9661407,40.7841484,2004,88,55-59 years
New York (36),-73.9661407,40.7841484,2004,37,60-64 years
New York (36),-73.9661407,40.7841484,2004,152,65-69 years
New York (36),-73.9661407,40.7841484,2004,41,70-74 years
New York (36),-73.9661407,40.7841484,2004,169,75-79 years
New York (36),-73.9661407,40.7841484,2004,143,80-84 years
New York (36),-73.9661407,40.7841484,2004,155,85+ years
New York (36),-73.9661407,40.7841484,2004,38,65-69 years
New York (36),-73.9661407,40.7841484,2004,18,70-74 years
New York (36),-73.9661407,40.7841484,2004,25,55-59 years
New York (36),-73.9661407,40.7841484,2004,105,60-64 years
New York (36),-73.9661407,40.7841484,2004,114,65-69 years
New York (36),-73.9661407,40.7841484,2004,23,70-74 years
New York (36),-73.9661407,40.7841484,2004,155,75-79 years
New York (36),-73.9661407,40.7841484,2004,72,80-84 years
New York (36),-73.9661407,40.7841484,2004,37,85+ years
New York (36),-73.9661407,40.7841484,2004,118,40-44 years
New York (36),-73.9661407,40.7841484,2004,282,45-49 years
New York (36),-73.9661407,40.7841484,2004,138,50-54 years
New York (36),-73.9661407,40.7841484,2004,96,55-59 years
New York (36),-73.9661407,40.7841484,2004,21,60-64 years
New York (36),-73.9661407,40.7841484,2004,125,65-69 years
New York (36),-73.9661407,40.7841484,2004,92,70-74 years
New York (36),-73.9661407,40.7841484,2004,51,75-79 years
New York (36),-73.9661407,40.7841484,2004,153,80-84 years
New York (36),-73.9661407,40.7841484,2004,107,85+ years
New York (36),-73.9661407,40.7841484,2004,20,40-44 years
New York (36),-73.9661407,40.7841484,2004,48,45-49 years
New York (36),-73.9661407,40.7841484,2004,24,50-54 years
New York (36),-73.9661407,40.7841484,2004,88,55-59 years
New York (36),-73.9661407,40.7841484,2004,19,60-64 years
New York (36),-73.9661407,40.7841484,2004,73,65-69 years
New York (36),-73.9661407,40.7841484,2004,73,70-74 years
New York (36),-73.9661407,40.7841484,2004,64,75-79 years
New York (36),-73.9661407,40.7841484,2004,21,80-84 years
New York (36),-73.9661407,40.7841484,2004,18,85+ years
New York (36),-73.9661407,40.7841484,2004,74,50-54 years
New York (36),-73.9661407,40.7841484,2004,48,55-59 years
New York (36),-73.9661407,40.7841484,2004,79,60-64 years
New York (36),-73.9661407,40.7841484,2004,42,65-69 years
New York (36),-73.9661407,40.7841484,2004,22,70-74 years
New York (36),-73.9661407,40.7841484,2005,68,55-59 years
New York (36),-73.9661407,40.7841484,2005,133,60-64 years
New York (36),-73.9661407,40.7841484,2005,76,65-69 years
New York (36),-73.9661407,40.7841484,2005,53,70-74 years
New York (36),-73.9661407,40.7841484,2005,75,45-49 years
New York (36),-73.9661407,40.7841484,2005,58,50-54 years
New York (36),-73.9661407,40.7841484,2005,33,55-59 years
New York (36),-73.9661407,40.7841484,2005,81,60-64 years
New York (36),-73.9661407,40.7841484,2005,58,65-69 years
New York (36),-73.9661407,40.7841484,2005,45,70-74 years
New York (36),-73.9661407,40.7841484,2005,51,75-79 years
New York (36),-73.9661407,40.7841484,2005,44,80-84 years
New York (36),-73.9661407,40.7841484,2005,56,85+ years
New York (36),-73.9661407,40.7841484,2005,47,50-54 years
New York (36),-73.9661407,40.7841484,2005,55,55-59 years
New York (36),-73.9661407,40.7841484,2005,23,60-64 years
New York (36),-73.9661407,40.7841484,2005,55,65-69 years
New York (36),-73.9661407,40.7841484,2005,35,70-74 years
New York (36),-73.9661407,40.7841484,2005,25,75-79 years
New York (36),-73.9661407,40.7841484,2005,80,40-44 years
New York (36),-73.9661407,40.7841484,2005,60,45-49 years
New York (36),-73.9661407,40.7841484,2005,30,50-54 years
New York (36),-73.9661407,40.7841484,2005,31,55-59 years
New York (36),-73.9661407,40.7841484,2005,37,60-64 years
New York (36),-73.9661407,40.7841484,2005,25,65-69 years
New York (36),-73.9661407,40.7841484,2005,60,70-74 years
New York (36),-73.9661407,40.7841484,2005,52,75-79 years
New York (36),-73.9661407,40.7841484,2005,57,80-84 years
New York (36),-73.9661407,40.7841484,2005,35,85+ years
New York (36),-73.9661407,40.7841484,2005,19,40-44 years
New York (36),-73.9661407,40.7841484,2005,25,45-49 years
New York (36),-73.9661407,40.7841484,2005,20,50-54 years
New York (36),-73.9661407,40.7841484,2005,28,55-59 years
New York (36),-73.9661407,40.7841484,2005,25,60-64 years
New York (36),-73.9661407,40.7841484,2005,45,65-69 years
New York (36),-73.9661407,40.7841484,2005,23,70-74 years
New York (36),-73.9661407,40.7841484,2005,18,75-79 years
New York (36),-73.9661407,40.7841484,2005,33,80-84 years
New York (36),-73.9661407,40.7841484,2005,26,85+ years
New York (36),-73.9661407,40.7841484,2005,22,55-59 years
New York (36),-73.9661407,40.7841484,2005,17,60-64 years
New York (36),-73.9661407,40.7841484,2005,42,65-69 years
New York (36),-73.9661407,40.7841484,2005,38,70-74 years
New York (36),-73.9661407,40.7841484,2006,28,55-59 years
New York (36),-73.9661407,40.7841484,2006,280,60-64 years
New York (36),-73.9661407,40.7841484,2006,53,65-69 years
New York (36),-73.9661407,40.7841484,2006,146,70-74 years
